name,primary_muscle,secondary_muscles,equipment,experience_level,overview,instructions,tips,video_url,source_url
Standing High Pulley Cable Curl Video Exercise Guide,Biceps,None,None,None,,"For the standing high pulley cable curl, you'll need a cable machine with two high pulley cable attachments. Set up by attaching a single grip handle to each of the high pulley cables and selecting the weight you want to use on the stack.Grip each of the cables with an underhand grip (palms facing up) and stand in the center with your arms outstretched. This is the starting position.Keeping your upper arms and body fixed, curl the handles in towards your body as close as possible.Pause, and then slowly lower the weight back to the starting position.Repeat for desired reps.","It's very important that you keep your body and elbows fixed in place throughout the set. Do not move your elbows. Focus on only allowing your forearms to move.This is an isolation exercise, so your focus should be on muscle contraction and stretch - not on the weight.",https://player.vimeo.com/video/760001551?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/standing-high-pulley-cable-curl.html
Dumbbell Hammer Preacher Curl Video Exercise Guide,Biceps,Forearms,Forearms,Forearms,"The preacher dumbbell hammer curl is a variation of thehammer curland an exercise used to build bigger biceps.Utilizing the preacher set up while performing preacher dumbbell hammer curls promotes a fixed range of motion for the hammer curl, allowing for a more focused contraction on the biceps.When trying to build your biceps, using a wide range of exercises which focus on different ranges of motion is the best approach.","Select the desired weight from the rack, and sit in an upright position with your chest flat against the preacher bench.Keep your upper arm pressed into the pad and use a neutral (palms facing up) grip.Take a deep breath and slowly lower the dumbbell away from your shoulder.Once the bicep is fully lengthened, curl the weight back to the starting position.Repeat for the desired number of repetitions on both sides.",Maintain a slight bend in the elbow at the bottom of the movement in order to keep tension through the biceps.Using a slow eccentric (lowering portion) of the exercise can help to improve tension and mind muscle connection.,https://www.youtube.com/embed/ZdcFOgFi1Dg?rel=0,https://www.muscleandstrength.com/exercises/dumbbell-hammer-preacher-curl.html
Seated Hammer Curl Video Exercise Guide,Biceps,Forearms,Forearms,Forearms,,"Set up for the seated hammer curl by grabbing a flat bench or adjustable bench and placing a set of dumbbells at one end. If you're using an adjustable bench, adjust the back to a 90-degree angle.Sit on the end of the bench with your feet out in front of you and your knees together.Pick the dumbbells up off the floor and let them hang by your sides with a neutral grip. Bend the arms slightly to keep tension on the biceps. This is the starting position for the exercise.With your back straight and your elbows tucked in at your sides, slowly curl up the dumbbells up as far as possible.Squeeze the biceps and slowly lower the dumbbells back to the starting position.Repeat for desired reps.","Keep your elbows tucked in at your sides.Keep the rep timing slow, and control the weight on the way down.If you're using a flat bench, do not swing back as you curl the weight up. Focus on only allowing your forearms to move.",https://player.vimeo.com/video/756794261?badge=0&autopause=0&quality_selector=1&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/seated-hammer-curl.html
Dumbbell Preacher Curl Video Exercise Guide,Biceps,Forearms,Forearms,Forearms,The dumbbell preacher curl is a variation of thepreacher curland an exercise used to isolate the biceps.The angle used when performing preacher curl variations allows for a more focused concentric portion of the curl. This is especially helpful when trying to build bicep peaks and promote a pump in the biceps.The dumbbell preacher curl would be an exercise primarily used by bodybuilders to help build bigger biceps. It is an isolation movement that is best used towards the end of yourworkoutsif your goal is building a more aesthetic physique.,"Select the desired weight from the rack, and sit in an upright position with your chest flat against the preacher bench.Keep your upper arm pressed into the pad and use a supinated (palms facing up) grip.Take a deep breath and slowly lower the dumbbell away from your shoulder.Once the bicep is fully lengthened, curl the weight back to the starting position.Repeat for the desired number of repetitions on both sides.",Maintain a slight bend in the elbow at the bottom of the movement in order to keep tension through the biceps.Using a slow eccentric (lowering portion) of the exercise can help to improve tension and mind muscle connection.,https://www.youtube.com/embed/pwEhS1sg9mU?rel=0,https://www.muscleandstrength.com/exercises/dumbbell-preacher-curl.html
Cable Preacher Curl Video Exercise Guide,Biceps,None,None,None,,"Set up for the cable preacher curl by grabbing a preacher bench and placing it in front of a low pulley cable machine. There should be about a 1-2 ft gap.Attach a straight bar to the low pulley cable and select the weight you want to use on the stack.Sit on the bench with your upper arms on the pads and grasp the bar with an underhand grip (palms facing up) at about shoulder width.Bend the arms slightly to apply tension to the biceps. This is the starting position.Slowly curl the bar up as far as possible, squeeze the biceps at the top, and then slowly lower the weight back to the starting position.Repeat for desired reps.​Exercise Tips:Control the weight during the set, especially on the way down.Keep your upper arms fixed on the pads, and don't lean back as you curl the weight up.Keep your wrists straight.",,https://player.vimeo.com/video/760008192?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/preacher-cable-curl.html
One-Arm Seated Dumbbell Curl Video Exercise Guide,Biceps,None,None,None,,"Set up for the one-arm seated dumbbell curl by grabbing a flat bench or adjustable bench and placing a dumbbell at one end. If you're using an adjustable bench, adjust the back to a 90-degree angle.Sit on the end of the bench with your feet out in front of you and your knees together.Pick up the dumbbell with one hand and bend the arm slightly to take the tension into the bicep. This is the starting position for the exercise.With your back straight and your elbow tucked in at your side, slowly curl the dumbbell up as far as possible.Squeeze the bicep hard,  and then slowly lower the weight back to the starting position.Repeat for desired reps, and then repeat for the other arm.","Keep the rep timing slow and control the weight throughout the set.Keep your elbow tucked in at your side, don't allow it to come forward as you move the weight. Only your forearm should move.",https://player.vimeo.com/video/756794231?badge=0&autopause=0&quality_selector=1&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/one-arm-seated-dumbbell-curl.html
One-Arm Standing Hammer Curl Video Exercise Guide,Biceps,Forearms,Forearms,Forearms,,"The one-arm hammer curl is a great exercise for the biceps and the forearms.Set up by grasping a dumbbell and standing straight up with the dumbbell by your side.You should be using a neutral grip, meaning the palm of your hand is facing your body. You can use your other arm to stabilize the body.Take up the ""slack"" by bending your arm slightly. This is the starting position.Slowly curl the dumbbell up as far as possible.Squeeze the bicep at the top of the movement, and then slowly lower the dumbbell back to the starting position.Repeat this movement with the other arm.",Keep the tension on the bicep muscle throughout the set. Do not rest at the top of the movement or allow your arm to hang at the bottom of the movement.Keep your back straight and your body fixed throughout the set.Keep your elbow in at your side.,https://player.vimeo.com/video/756794136?badge=0&autopause=0&quality_selector=1&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/one-arm-standing-hammer-curl.html
Alternating Standing Hammer Curl Video Exercise Guide,Biceps,Forearms,Forearms,Forearms,,"The alternating hammer curl is a great exercise for the biceps and the forearms.Grab a pair of dumbbells and stand up with the dumbbells by your sides.With a neutral grip, bend your arms slightly to keep the tension on the biceps.Keeping your body fixed and elbows in at your sides, slowly curl the dumbbell up with one arm.Squeeze the bicep at the top of the movement, and then slowly lower the weight back to the starting position.Repeat the same movement for the other arm. This is one rep.",Keep the rep timing slow and controlled.,https://player.vimeo.com/video/756794147?badge=0&autopause=0&quality_selector=1&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/alternate-standing-hammer-curl.html
Lateral Pulldown Bicep Curl Video Exercise Guide,Biceps,None,None,None,,"The lateral pulldown bicep curl is an exercise for the biceps using a lat pull-down machine.Set up by adjusting the knee pad to suit your legs and selecting the weight you want to use on the stack.Grip the bar with an underhand grip (palms facing up) with your hands about shoulder-width apart.Sit down on the bench with your arms fully extended. This is the starting position for the exercise.Keeping your upper arms and elbows fixed, slowly curl the weight behind your head.Pause, and then slowly lower the weight back to the starting position.Repeat for desired reps.",It's important to keep your upper arms pointing straight up. Don't allow your elbows to move back and forth as you curl the weight.Focus on only allowing your forearms to move.,https://player.vimeo.com/video/760001376?badge=0&autopause=0&quality_selector=1&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/cable-underhand-pull-down.html
Seated Zottman Curl Video Exercise Guide,Biceps,Forearms,Forearms,Forearms,The seated Zottman curl is a bicep building exercise that incorporates both a standardseated dumbbell curlandseated reverse curl.The standard seated dumbbell curl portion of the seated Zottman curl is excellent for building your biceps. And the seated reverse curl portion of the seated Zottman curl is excellent for building your forearms.,"Position an incline bench at roughly 90 degrees and select the desired weight from the rack.Using a supinated grip, take a deep breath and curl the dumbbells towards your shoulders.Once the biceps are fully shortened, rotate the forearms to a pronated position (palms down) and slowly lower the weight back to the starting position.Repeat for the desired number of repetitions.","Don’t allow the elbows to shift behind the body. Similarly, make sure the shoulder doesn’t shift forward in the socket as you lower the weight.Maintain a slight bend in the elbow at the bottom of the movement in order to keep tension through the biceps.Rotate the forearms slowly, excessive velocity may cause issues within the elbows or wrists.Using a slow eccentric (lowering portion) of the exercise can help to improve tension and mind muscle connection.",https://www.youtube.com/embed/GIYet6Gcfmg?rel=0,https://www.muscleandstrength.com/exercises/seated-zottman-curl
Standing Dumbbell Drag Curl Video Exercise Guide,Biceps,Forearms,Forearms,Forearms,"The dumbbell drag curl is a variation of thedumbbell curland is used to build bicep muscles.The dumbbell drag curl is a unique bicep curl variation in that you don’t completely bring the weight in front of your body, thus you have a more difficult time swinging and using momentum to get the weight up.People will often use the dumbbell drag curl as a finisher to theirbicep workout.","Select the desired weight from the rack and assume a shoulder width stance.Using a supinated (palms up) grip, take a deep breath and curl the dumbbells directly up the front of your body.The elbows will actually drift behind the body as you try to keep the weight as close to your body as possible.Once the biceps are fully shortened, slowly lower the weight back to the starting position.Repeat for the desired number of repetitions.","Maintain a slight bend in the elbow at the bottom of the movement in order to keep tension through the biceps.Rotate the forearms slowly, excessive velocity may cause issues within the elbows or wrists.Using a slow eccentric (lowering portion) of the exercise can help to improve tension and mind muscle connection.",https://www.youtube.com/embed/3ZpEL3xiNhc?rel=0,https://www.muscleandstrength.com/exercises/standing-dumbbell-drag-curl
Wide Grip Standing Barbell Curl Video Exercise Guide,Biceps,None,None,None,,"The wide-grip barbell curl is a good exercise for training the inner part of the biceps.Grasp a barbell with your hands at a wider than shoulder width, using an underhand grip (palms facing up).Your feet should be firmly on the floor, about should width apart. If you prefer, you can place one foot back. This is the starting position.Keeping your body fixed (do not swing!), slowly curl the weight up as far as possible.Squeeze the biceps, and then slowly lower the weight back to the starting position.Repeat for desired reps.",Do not swing the weight up by arching your back. This is cheating! Your body must remain fixed throughout the movement.Keep your elbows in at the side and do not allow them to come forward when curling the weight up. Focus on keeping all movement in your forearms.,https://player.vimeo.com/video/756794014?badge=0&autopause=0&quality_selector=1&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/wide-grip-standing-barbell-curl.html
Smith Machine Bicep Curl Video Exercise Guide,Biceps,None,None,None,,"Set up the Smith Machine by adjusting the bar to waist height and loading the appropriate weight.Stand facing the machine, and grip the bar with palms up, shoulder-width apart.Position your elbows, keeping them close to your body. This is the starting position.Slowly curl the bar up by contracting your biceps, exhaling as you lift.Pause and squeeze your biceps briefly at the top.Slowly lower the bar back to the starting position, inhaling as you descend. This is one rep.Perform the desired reps, focusing on form and control.","Focus on form, not weight. Keep the movement controlled and deliberate.Do not use your back or shoulders to lift the weight—concentrate on isolating your biceps.Avoid locking your elbows at the bottom to keep tension on the muscles.",https://player.vimeo.com/video/760008086?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/smith-machine-bicep-curl.html
Barbell Drag Curl Video Exercise Guide,Biceps,Forearms,Forearms,Forearms,"The barbell drag curl is a variation of thebarbell curland an exercise used to build the muscles of the biceps.Building big biceps is a goal for many aesthetic-driven gym-goers. Incorporated a variety of curl variations, such as the barbell drag curl, into yourbicep workoutcan help you build big and balanced biceps.","Select the desired weight, load it onto the bar, and assume a shoulder width stance.Using a supinated (palms up) grip, take a deep breath and curl the barbell towards your shoulders.As you pull the bar upwards, keep it close to your torso by allowing the elbows to drift slightly behind the body.Once the biceps are fully shortened, slowly lower the weight back to the starting position.Repeat for the desired number of repetitions.","Maintain a slight bend in the elbow at the bottom of the movement to keep tension through the biceps.Using a slow eccentric (lowering portion) of the exercise can help to improve tension and mind muscle connection.If you experience forearm or wrist discomfort while using a barbell, switch to an EZ curl bar or dumbbells.",https://www.youtube.com/embed/vzIDzUYCB2Q?rel=0,https://www.muscleandstrength.com/exercises/barbell-drag-curl.html
One-Arm Cable Curl Video Exercise Guide,Biceps,None,None,None,,"Set up for the one-arm cable curl by attaching a single grip handle to a low pulley cable and selecting the weight you want to use.Stand in front of the cable machine and grasp the handle with an underhand grip.With your body fixed and your elbow tucked in at your side, slowly curl the weight up as far as possible.Squeeze the bicep at the top of the movement, and then slowly lower the weight back to the starting position.Repeat for desired reps, and then repeat for the other arm.",Keep your body straight and fixed during the set. Do not swing back or lean back as you curl the weight up.Keep the elbow of the arm curling the weight tucked in at your side and use the other arm to stabilize your body.Only your forearm should be moving.,https://player.vimeo.com/video/760001492?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/one-arm-cable-curl.html
Squatting Cable Curl Video Exercise Guide,Biceps,None,None,None,,"The squatting cable curl is a great exercise that allows you to isolate the biceps.Set up for the exercise by attaching a straight bar to the low pulley cable and selecting the weight you want to use on the stack.Stand facing the cable machine and grasp the bar using an underhand grip (palms facing up) with your hands around shoulder width apart.Squat down and rest the back of your arms (just behind the elbows) on your knees. Your knees will act as padding to isolate the biceps.Slowly curl the bar up towards your body as far as possible.Squeeze the biceps, and then slowly lower the weight back to the starting position.Repeat for desired reps.",For the best results use a very slow rep timing and focus on the stretch and contraction of the muscle.,https://player.vimeo.com/video/760001433?badge=0&autopause=0&quality_selector=1&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/squatting-cable-curl.html
Two-Arm Low Pulley Cable Curl Video Exercise Guide,Biceps,None,None,None,,"For this exercise, you will need a cable machine with two low pulley extensions. Set up by attaching a single handle to each of the two low pulley cables and selecting the weight you want to use.Grab each handle with an underhand grip.Standing in the center of the two pulleys, take a step forward.Your arms should be fully extended and slightly behind your body.With your elbows fixed in position, slowly curl your arms up as far as possible.Squeeze the biceps at the top of the movement, and then slowly lower the weight back to the starting position.Repeat for desired reps.","Control the weight when lowering it down. Do not let it ""drop"".Don't allow the elbows to come forward as you curl up the weight.",https://player.vimeo.com/video/760001575?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/two-arm-cable-curl.html
Cable Drag Curl Video Exercise Guide,Biceps,None,None,None,,"Set up for the cable drag curl by attaching a straight bar to the low pulley cable machine and selecting the weight you want to use from the stack.Stand close to the machine and grasp the straight bar with an underhand grip (palms facing up).Holding the bar around 1-2 inches from your body, pull the bar straight up keeping it as close as possible to your body without touching it.Once you've raised the bar as far as possible, pause, and then slowly lower the bar back to the starting position.Repeat for desired reps.",Keep the movement slow and controlled.,https://player.vimeo.com/video/760001460?badge=0&autopause=0&quality_selector=1&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/cable-drag-curl.html
Cable Concentration Curl Video Exercise Guide,Biceps,None,None,None,,"Set up for the cable concentration curl by grabbing a flat bench and positioning it in front of a low pulley cable machine.Attach a straight bar to the low pulley cable and select the weight you want to use on the stack.Sit on the end of the bench with your feet at around shoulder width apart.Grasp the bar with an underhand grip (palms facing up).Rest your elbows on the inner part of the knee. Hold your elbows in place by pushing out with your elbows and in with your knees. This should lock them in throughout the set.Take the slack off the cable so the tension is on the biceps. This is the starting position.Slowly curl the bar up as far as possible.Pause and squeeze the biceps, and then slowly lower the weight back to the starting position.Repeat for desired reps.","Keep your rep timing slow and controlled. This is a true isolation exercise and the focus should be on making the muscle work, not moving heavy weight.Squeeze the biceps hard at the top of the movement.Keep your body fixed throughout the movement. Do not lean or swing back as you curl the weight up.",https://player.vimeo.com/video/760001654?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/cable-concentration-curl.html
Close Grip EZ Bar Curl Video Exercise Guide,Biceps,None,None,None,,"Using a close grip on the EZ Bar works the outer parts of the biceps more.Grasp an EZ Bar with an underhand grip (palms facing up). Your hands should be about 6-8 inches apart.Stand straight up, with your feet firmly on the floor at around shoulder width apart. You may find it more comfortable to take one foot back.Keeping your body completely still and eyes facing forward, slowly curl the bar up as far as possible.Squeeze your biceps at the top of the movement, and then slowly lower the weight back down.Repeat for desired reps.","The EZ Bar is often preferred for close grip curls because the shape of the bar takes some of the strain off your wrists.When you curl the bar up, do not lean backward. Keep your body fixed and use your biceps to move the weight.",https://player.vimeo.com/video/756794039?badge=0&autopause=0&quality_selector=1&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/close-grip-ez-bar-curl.html
Seated Barbell Curl Video Exercise Guide,Biceps,None,None,None,,"Set up for the seated barbell curl by getting a flat bench, selecting a barbell or EZ bar, and placing it at one end of the bench.Grasp the barbell and sit down on the bench. Place the barbell on your thighs.Your back should be straight, shoulders back, and knees and feet together.Grasp the barbell around shoulder-width apart using an underhand grip.Keeping your elbows locked in at your sides, lift the barbell off your thighs slightly. This is the starting position for the exercise.Bending at the elbows, slowly curl the weight up as far as possible.Squeeze the biceps, and then slowly lower the weight back to the starting position.Do not let the weight touch your thighs, and then repeat.","Your elbows must remain at your sides throughout the set and only your forearms should be moving.Keep the movement slow and controlled. Do not ""swing"" the weight.Keep your back straight and fixed, and don't bend your back when curling the weight up.",https://player.vimeo.com/video/756793866?badge=0&autopause=0&quality_selector=1&progress_bar=1&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/seated-barbell-curl.html
One-Arm Dumbbell Preacher Curl Video Exercise Guide,Biceps,None,None,None,,"The one-arm dumbbell preacher curl is a good exercise for isolating the biceps and making them work independently.Adjust the height of the seat on the preacher bench so that when you sit on it, the back of your upper arms sit comfortably flat on the padding.Grab a dumbbell with your left hand and sit on the preacher bench.The back of your left arm should rest flat on the padding with your arm fully extended.Place your right forearm on the padding for support.Execute the exercise by slowly raising the dumbbell and squeezing the bicep at the top of the movement.Slowly lower the dumbbell until your arm is fully extended.Repeat for desired reps, and then repeat the same for the right arm.","As a general rule, always hit the weakest arm first. In most cases, this is the left arm.Keep the rep timing slow, and control the weight on the way down.Focus on only moving your forearm.",https://player.vimeo.com/video/756793927?badge=0&autopause=0&quality_selector=1&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/one-arm-preacher-curl.html
Seated Calf Raise Video Exercise Guide,Calves,None,None,None,"The seated calf raise is a variation of themachine calf raiseand an exercise used to isolate the muscles of the calves.The calves can be a stubborn muscle group for a lot of people, so it’s important to experiment with several different angles when performing calf raises. You may also want to consider training the calves with ahigh training frequency.The seated calf raise can be incorporated into yourleg workoutsandfull body workouts.",Take a seat on the machine and place the balls of your feet on the platform with your toes pointed forward - your heels will naturally hang off. Position the base of quads under the knee pad and allow your hands to rest on top.Extend your ankles and release the safety bar.Lower the heels by dorsiflexing the ankles until the calves are fully stretched.Extend the ankles and exhale as you flex the calves.Repeat for the assigned number of repetitions.,Keep the repetitions slow and controlled. Limit momentum and pause at the top to emphasize the contraction.Limit depth of the heels if you feel any sort of stretch through the bottom of the foot during the exercise.Try to move through the ball of the foot rather than the base of the toes.,https://www.youtube.com/embed/Yh5TXz99xwY?rel=0,https://www.muscleandstrength.com/exercises/seated-calf-raise.html
Seated Dumbbell Calf Raise Video Exercise Guide,Calves,None,None,None,,"The seated dumbbell calf raise is a good exercise for those who don't have access to aseated calf raise machine.Set up by placing a step or block at the end of a flat bench.Next, grasp a pair of dumbbells and sit on the end of the bench.Put the balls of your feet on the edge of the step/block and rest the ends of the dumbbells on your thighs close to your knees.Let your heels drop as far as possible without hitting the floor. This is the starting position.Slowly raise your heels off the floor as far as possible.Squeeze the calves and pause, and then slowly lower your heels back to the starting position.Repeat for desired reps.",Don't let your heels touch the floor at any time throughout the exercise.Pause and squeeze the calves for a count of 1-2 at the top of the movement to add intensity.,https://player.vimeo.com/video/756793478?badge=0&autopause=0&quality_selector=1&progress_bar=1&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/seated-dumbbell-calf-raise.html
45 Degree Leg Press Calf Raise Video Exercise Guide,Calves,None,None,None,"The leg press calf raise is a variation of themachine calf raiseand an exercise used to build the muscles of the calves.The calves can be a very stubborn muscle group, so it’s important to target them with plenty of different angles and a with ahigh training frequency.This exercise can be incorporated into yourleg daysorfull body days.","Load the machine with the desired weight and take a seat.Sit down and position your feet on the sled with a shoulder width stance.Take a deep breath, extend your legs, but keep the safeties locked (if possible).Position your feet at the base of the platform and allow the heels to hang off.Lower the heels by dorsiflexing the ankles until the calves are fully stretched.Drive the weight back to the starting position by extending the ankles and flexing the calves.Repeat for the desired number of repetitions.","SAFETY NOTE: Be extremely careful when re-positioning the feet at the base of the platform. If the safeties are not in place and you lose control of the platform, this could result in very serious injury.Keep the repetitions slow and controlled. Limit momentum and pause at the top to emphasize the contraction.If you experience any sort of pain or pressure in the back of the knee joint, keep a slight bend in the knee and avoid complete lockout.If the knee isn’t entirely locked out then ensure the position doesn’t change during the duration of the repetition.Limit depth of the heels if you feel any sort of stretch through the bottom of the foot during the exercise.Try to move through the ball of the foot rather than the base of the toes.",https://www.youtube.com/embed/RcKQbiL-ZOc?rel=0,https://www.muscleandstrength.com/exercises/45-degress-calf-press.html
Standing Machine Calf Raise Video Exercise Guide,Calves,None,None,None,"The standing machine calf raise is an excellent exercise to use if you are interested in isolating the calves.In particular, the standing machine calf raise targets the gastrocnemius muscle. The gastrocnemius is better known as the “show” muscle of the calf.",Adjust the shoulder pad corresponding to your height.Step underneath the pad and place the balls of your feet on the platform with your toes pointed straight ahead - your heels will naturally hang off.Extend the hips and knees in order to raise the shoulder pad.Lower the heels by dorsiflexing the ankles until the calves are fully stretched.Extend the ankles and exhale as you flex the calves.Repeat for the assigned number of repetitions.,"Keep the repetitions slow and controlled. Limit momentum and pause at the top to emphasize the contraction.If you experience any sort of pain or pressure in the back of the knee joint, keep a slight bend in the knee and avoid complete lockout.If the knee isn’t entirely locked out then ensure the position doesn’t change during the duration of the repetition.Limit depth of the heels if you feel any sort of stretch through the bottom of the foot during the exercise.Try to move through the ball of the foot rather than the base of the toes.",https://www.youtube.com/embed/RBslMmWqzzE?rel=0,https://www.muscleandstrength.com/exercises/standing-machine-calf-raise
Standing One-Leg Calf Raise With Dumbbell Video Exercise Guide,Calves,None,None,None,,"The one-leg calf raise holding a dumbbell is a great exercise for working the calves at home without machines.Set up by grasping a dumbbell in your right hand and standing on the edge of a calf raise block or step with the balls of your feet on the edge.Take your right leg and hook it behind your left.Let your left heel drop as far as possible. This is the starting position.Keeping your body straight and eyes facing forwards, raise your left heel up as far as possible.Pause and squeeze the calf muscle, and then slowly lower your heel back down as far as possible.Repeat for desired reps, and then repeat on the right leg.","Always work your weakest side first. For most people, this is the left.Use the maximum range of motion by pushing up as high as you can and letting your heel drop as far as possible.Keep the rep timing slow and control the weight on the way down.",https://player.vimeo.com/video/756793346?h=a0ed2bcc9e,https://www.muscleandstrength.com/exercises/standing-one-leg-calf-raise-with-dumbbell.html
Bodyweight Standing Calf Raise Video Exercise Guide,Calves,None,None,None,,"For this exercise, all you need is a block or a step and something to help keep your balance.Stand with the balls of your feet on the edge of the step/block and let your heels drop down as far as possible. This is the starting position for the movement.Slowly raise your heels up as high as possible.Pause, and then slowly lower your heels back to the starting position.Do not rest at the bottom, and immediately start the next rep.Repeat for desired reps.","Use the maximum rep range by letting your heels drop as far as possible and raise as high as possible.Pause and squeeze for a count of 1-2 at the top of the movement for added intensity.Don't rest at the bottom of the movement by pausing. Once your heels are down as far as they go, start the next rep.Keep the balls of your feet on the edge of the block/step. If you allow the balls of your feet to come in more, the exercise becomes easier.",https://player.vimeo.com/video/756793507?badge=0&autopause=0&quality_selector=1&progress_bar=1&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/bodyweight-standing-calf-raise.html
Standing Barbell Calf Raise Video Exercise Guide,Calves,None,None,None,,"Set up for the standing barbell calf raise by getting a block or step and placing it in front of you.Grasp a barbell and place it across the back of your shoulders. Make sure the bar sits across the muscles in your upper back, not your neck.Stand up on the block with the balls of your feet on the edge.Keeping your balance, raise your heels off the floor.Squeeze the calves, and then slowly lower your heals back down as far as possible without letting them touch the floor.Repeat for desired reps.","Keep the balls of your feet on the edge of the step. Don't let your feet come forward as this makes the exercise less challenging.Keep the rep timing slow and controlled - don't ""bounce"".To help keep your balance, keep your eyes facing forward at all times.",https://player.vimeo.com/video/756793820?badge=0&autopause=0&quality_selector=1&progress_bar=1&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/standing-calf-raise.html
Smith Machine Calf Raise Video Exercise Guide,Calves,None,None,None,"The Smith Machine Calf Raise is an exercise that targets the calf muscles, specifically the gastrocnemius and soleus. It's a good alternative if your gym does not have a standing calf raise machine.This exercise improves calf strength, muscle endurance, and overall lower leg aesthetics.","Position the barbell on the Smith Machine at shoulder height and load the bar with your desired weight.Grab a step, calf block, or weight plate and put it below the bar.Step up on the block and position the balls of your feet on the edge with your heels hanging off.Grab the bar with a wide grip. Push up to take the weight off the rack and slowly let your heels drop down as far as possible. This is the starting position.Slowly raise your heels as far as you can by pushing through the balls of your feet, contracting your calves.Squeeze the calf muscles, and then slowly lower your heels back to the starting position. This is one rep.Repeat for desired reps.",The Smith Machine bar should be positioned across the top of your back muscles (not across the back of your neck).Use the maximum range of motion by allowing your heels to drop as far as possible and then raise them as high as possible.Focus on not allowing your knees to bend.,https://player.vimeo.com/video/877881498?badge=0&autopause=0&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/smith-machine-calf-raise.html
Donkey Calf Raise Video Exercise Guide,Calves,None,None,None,,"Set up for the donkey calf raise by setting a calf raise block or step in front of something stable to hang on to.Stand on the block with the balls of your feet on the edge.Bend over and hold onto something stable such as an incline bench. For added weight, you can have someone sitting on your back.Slowly let the heels drop as far as possible. This is the starting position for the movement.Raise your heels slowly until you're pushing them as high as possible.Pause and squeeze the calf muscles. Then slowly lower yourself back to the starting position.Repeat for desired reps.","Ideally, donkey calf raises are performed with someone sitting on your buttocks/lower back. You may find your own body weight is not very challenging.Keep the rep timing slow and control the weight.Do not bend at the knees.",https://player.vimeo.com/video/756793723?badge=0&autopause=0&quality_selector=1&progress_bar=1&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/donkey-calf-raise.html
One-Leg Seated Dumbbell Calf Raise Video Exercise Guide,Calves,None,None,None,,"The one-leg seated dumbbell calf raise is another good exercise for those who don't have access to aseated calf raise machineor want to even build strength in their calves.Set up by placing a step or block at the end of a flat bench.Next, grasp a dumbbell and sit on the end of the bench.Put the ball of your left foot on the edge of the step/block and rest the end of the dumbbell on your thigh close to your knee.Let your heel drop as far as possible without hitting the floor. This is the starting position.Slowly raise your heel off the floor as far as possible.Squeeze the calf and pause. Then slowly lower back to the starting position.Repeat for desired reps, and then do the same for the right leg.","Always work your weakest leg first. In most cases, this is the left.Don't let the heel touch the floor at any point throughout the set.Pause and squeeze the calf muscle at the top of the movement for a count of 1-2 for added intensity.",https://player.vimeo.com/video/756793707?badge=0&autopause=0&quality_selector=1&progress_bar=1&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/one-leg-seated-dumbbell-calf-raise.html
One-Leg Standing Bodyweight Calf Raise Video Exercise Guide,Calves,None,None,None,,"All you need for the one leg standing calf raise is a block or step and something to help you keep your balance. It's usually easiest to set the block up next to a wall or machine.Stand on the block with your left foot, the ball of your foot should be resting on the edge of the block.Hook your right ankle around your left ankle.Slowly let the heel drop as far as possible. This is the starting position.Slowly raise the heel up as far as possible.Pause, and then slowly lower the heel down.Repeat this movement for desired reps.","Use the maxim rep range by letting the heel drop as far as possible and then raising it as high as possible.Pause and squeeze for a count of 1-2 at the top of the movement for added intensity.Don't rest at the bottom of the movement by pausing. Once your heel is down as far as it will go, start the next rep.Keep the ball of your foot on the edge of the block/step. If you allow the balls of your feet to come in more, the exercise becomes easier.Focus on not allowing your knees to bend.",https://player.vimeo.com/video/756793522?badge=0&autopause=0&quality_selector=1&progress_bar=1&player_id=0&app_id=58479,https://www.muscleandstrength.com/exercises/one-leg-standing-calf-raise.html
