name,primary_muscle,secondary_muscles,muscle_group_category,equipment,experience_level,mechanics_type,force_type,exercise_type,overview,instruction_step_count,tip_count,image_count,source_url,video_url,instruction_step_1,tip_1,name,primary_muscle,secondary_muscles,muscle_group_category,equipment,experience_level,mechanics_type,force_type,exercise_type,overview,instruction_step_count,tip_count,image_count,source_url,video_url,instructions_raw,tips_raw
Reverse Grip Smith Machine Bent-Over Row,Upper Back,"Biceps, Lats, Shoulders",middle-back,Machine,Beginner,Compound,Pull,Strength,,1,1,0,https://www.muscleandstrength.com/exercises/reverse-grip-smith-machine-bent-over-row.html,https://player.vimeo.com/video/756788891?h=0169415e7d,"Set up for the reverse grip smith machine bent-over row by lowering the bar on the smith machine all the way and adding the weight you want to use. Stand facing the bar and grip the bar with an underhand grip (palms facing up), with your hands slightly wider than shoulder width apart. Stand straight up to take the weight off the machine. Straighten your back, bend at the knees slightly, and slowly let the weight down until it's just below your knees. This is the start position. Keeping your body fixed, pull the weight up until it almost hits your body. Pause, and then slowly lower the weight back to the starting position. Repeat for desired reps.",Keep your back straight throughout the set. Keep your eyes facing towards and head up. Do not look down as this will tend to arch your back. Keep your elbows in at your sides.,Reverse Grip Smith Machine Bent-Over Row,Upper Back,"Biceps, Lats, Shoulders",middle-back,Machine,Beginner,Compound,Pull,Strength,,1,1,0,https://www.muscleandstrength.com/exercises/reverse-grip-smith-machine-bent-over-row.html,https://player.vimeo.com/video/756788891?h=0169415e7d,"Set up for the reverse grip smith machine bent-over row by lowering the bar on the smith machine all the way and adding the weight you want to use. Stand facing the bar and grip the bar with an underhand grip (palms facing up), with your hands slightly wider than shoulder width apart. Stand straight up to take the weight off the machine. Straighten your back, bend at the knees slightly, and slowly let the weight down until it's just below your knees. This is the start position. Keeping your body fixed, pull the weight up until it almost hits your body. Pause, and then slowly lower the weight back to the starting position. Repeat for desired reps.",Keep your back straight throughout the set. Keep your eyes facing towards and head up. Do not look down as this will tend to arch your back. Keep your elbows in at your sides.
Ring Inverted Row with Chains,Upper Back,"Abs, Biceps, Lats, Lower Back, Shoulders",middle-back,Chains,Intermediate,Compound,Pull (Bilateral),Strength,"The ring inverted row with chains is a variation of the inverted row and an exercise used to train the muscles of the back and rear deltoid. Using rings to perform the inverted row will take unnecessary tension off the elbow joint. However, if you do not have access to rings or a trx system, a straight bar will work just fine. Chains provide variable resistance. As each link is picked off the ground, the exercise becomes more challenging. This can be extremely helpful if you’re progressing from the bodyweight variation of this movement.",1,1,0,https://www.muscleandstrength.com/exercises/ring-inverted-row-with-chains,https://www.youtube.com/embed/bIktJ7c3Gjs?rel=0,"Adjust a set of rings to roughly chest height. Drape a loop of chains over each shoulder and sit down beneath the rings while grasping them with a neutral grip. Drive your heels into the ground, extend your hips, and keep your arms locked out. Your body should be in a straight line with your arms perpendicular to your torso. Pull yourself towards the rings by driving the elbows back and retracting the shoulder blades. Slowly lower yourself back to the starting position and repeat for the desired number of repetitions.","To scale the movement, one may have to lower or raise the height of the rings. The closer you are to perpendicular with the floor, the tougher the movement will be. If regular repetitions with the addition of chains or a weight vest are too easy, progress by elevating the feet. You can also use an old bookbag if you have it lying around but you should load this on the front of the body instead of the back as that can pull you into excessive extension. For other forms of progression, you can add fat grips or utilize single arm versions but just remember, this is about movement quality. Just because an exercise is hard doesn’t mean it’s better, work within your wheelhouse and don’t force progression if you haven’t mastered the fundamentals. Don’t allow the head to jut forward as you pull. Keep the ribcage down and don’t focus on arching the back or forcing the chest up excessively. Make a straight line from your head to your heels. If you find the biceps take over primarily, then utilize a thumbless grip and think about leading the movement with your elbows. Your hands are just hooks at this point, focus on your upper back. You can utilize a bar for inverted rows but most times it’s easier on the elbows and wrists to use rings.",Ring Inverted Row with Chains,Upper Back,"Abs, Biceps, Lats, Lower Back, Shoulders",middle-back,Chains,Intermediate,Compound,Pull (Bilateral),Strength,"The ring inverted row with chains is a variation of the inverted row and an exercise used to train the muscles of the back and rear deltoid. Using rings to perform the inverted row will take unnecessary tension off the elbow joint. However, if you do not have access to rings or a trx system, a straight bar will work just fine. Chains provide variable resistance. As each link is picked off the ground, the exercise becomes more challenging. This can be extremely helpful if you’re progressing from the bodyweight variation of this movement.",1,1,0,https://www.muscleandstrength.com/exercises/ring-inverted-row-with-chains,https://www.youtube.com/embed/bIktJ7c3Gjs?rel=0,"Adjust a set of rings to roughly chest height. Drape a loop of chains over each shoulder and sit down beneath the rings while grasping them with a neutral grip. Drive your heels into the ground, extend your hips, and keep your arms locked out. Your body should be in a straight line with your arms perpendicular to your torso. Pull yourself towards the rings by driving the elbows back and retracting the shoulder blades. Slowly lower yourself back to the starting position and repeat for the desired number of repetitions.","To scale the movement, one may have to lower or raise the height of the rings. The closer you are to perpendicular with the floor, the tougher the movement will be. If regular repetitions with the addition of chains or a weight vest are too easy, progress by elevating the feet. You can also use an old bookbag if you have it lying around but you should load this on the front of the body instead of the back as that can pull you into excessive extension. For other forms of progression, you can add fat grips or utilize single arm versions but just remember, this is about movement quality. Just because an exercise is hard doesn’t mean it’s better, work within your wheelhouse and don’t force progression if you haven’t mastered the fundamentals. Don’t allow the head to jut forward as you pull. Keep the ribcage down and don’t focus on arching the back or forcing the chest up excessively. Make a straight line from your head to your heels. If you find the biceps take over primarily, then utilize a thumbless grip and think about leading the movement with your elbows. Your hands are just hooks at this point, focus on your upper back. You can utilize a bar for inverted rows but most times it’s easier on the elbows and wrists to use rings."
Incline Bench Cable Row (Rope Extension),Upper Back,"Biceps, Lats",middle-back,Cable,Intermediate,Compound,Pull,Strength,,1,1,0,https://www.muscleandstrength.com/exercises/incline-bench-cable-row-rope-extension.html,https://player.vimeo.com/video/756788642?h=41afe3078d,"Set an incline bench to around a 45-degree angle and position the bench with the highest end facing the cable pulley machine. Attach a rope extension to the lower pulley and set the weight you want to use on the stack. Grab the rope and position yourself with your chest on the bench, feet on the floor, and hands gripping the rope with a neutral grip (palms facing inwards). This is the starting position. Slowly pull the rope in towards your lower chest as far as possible. Pause, and then slowly lower the weight back to the starting position. Repeat for desired reps.",Make sure you use a maximum range of motion by allowing your arms to fully extend and pulling your arms back as far as possible. Squeeze at the top of the exercise through your shoulder blades.,Incline Bench Cable Row (Rope Extension),Upper Back,"Biceps, Lats",middle-back,Cable,Intermediate,Compound,Pull,Strength,,1,1,0,https://www.muscleandstrength.com/exercises/incline-bench-cable-row-rope-extension.html,https://player.vimeo.com/video/756788642?h=41afe3078d,"Set an incline bench to around a 45-degree angle and position the bench with the highest end facing the cable pulley machine. Attach a rope extension to the lower pulley and set the weight you want to use on the stack. Grab the rope and position yourself with your chest on the bench, feet on the floor, and hands gripping the rope with a neutral grip (palms facing inwards). This is the starting position. Slowly pull the rope in towards your lower chest as far as possible. Pause, and then slowly lower the weight back to the starting position. Repeat for desired reps.",Make sure you use a maximum range of motion by allowing your arms to fully extend and pulling your arms back as far as possible. Squeeze at the top of the exercise through your shoulder blades.
Batwing Reverse Sled Drag,Upper Back,"Abs, Adductors, Calves, Forearms, Glutes, Hamstrings, Lats, Quads, Shoulders, Traps",middle-back,Sled,Beginner,Compound,Pull (Bilateral),Conditioning,"The batwing reverse sled drag is a variation of the sled drag and a total body exercise. Primarily, the batwing reverse sled drag will target the muscles of the quads, hamstrings, glutes, and calves as you fight to pull the sled the desired distance. The contracted row positioning of the arms will also create isometric tension on the muscles of the back. Sled drags can be an extremely beneficial conditioning exercise or they can be used as a strength building exercise depending on how you fit them into your workout routine.",1,1,0,https://www.muscleandstrength.com/exercises/batwing-reverse-sled-drag,https://www.youtube.com/embed/EqO3QinwEAI?rel=0,"Load the desired weight onto the sled and attach a set of handles with a nylon strap. Setup in an athletic position with your body inclined away from the sled at roughly 45 degrees and your arms extended. Row the handles and allow them to rotate as you assume an underhand grip. Hold the contracted row position as you drive the sled backwards by extending the leg and hip of each leg. Repeat until you reach the desired number of steps, distance, or time.","For reverse drags ensure that you keep tension through the upper back and don’t allow the shoulder blades to excessively protract as this will cause the upper back to round. If you don’t have access to a sled, you can drag a car or even a plate across astroturf. Some prefer to pull with the head down while others would rather look up. This is somewhat personal preference but it will also depend upon the individual and how they present in a resting position. If someone exhibits more extension bias then they may want to experiment with looking down as this will help to keep them a bit more neutral. If someone exhibits more flexion bias then they may want to experiment with looking up as this will help to drive more extension and keep them a bit more neutral. Given sled pushes/drags don’t have any eccentric component they can very beneficial to incorporate during rehab, as a method of conditioning which won’t incur excessive soreness or load joints excessively.",Batwing Reverse Sled Drag,Upper Back,"Abs, Adductors, Calves, Forearms, Glutes, Hamstrings, Lats, Quads, Shoulders, Traps",middle-back,Sled,Beginner,Compound,Pull (Bilateral),Conditioning,"The batwing reverse sled drag is a variation of the sled drag and a total body exercise. Primarily, the batwing reverse sled drag will target the muscles of the quads, hamstrings, glutes, and calves as you fight to pull the sled the desired distance. The contracted row positioning of the arms will also create isometric tension on the muscles of the back. Sled drags can be an extremely beneficial conditioning exercise or they can be used as a strength building exercise depending on how you fit them into your workout routine.",1,1,0,https://www.muscleandstrength.com/exercises/batwing-reverse-sled-drag,https://www.youtube.com/embed/EqO3QinwEAI?rel=0,"Load the desired weight onto the sled and attach a set of handles with a nylon strap. Setup in an athletic position with your body inclined away from the sled at roughly 45 degrees and your arms extended. Row the handles and allow them to rotate as you assume an underhand grip. Hold the contracted row position as you drive the sled backwards by extending the leg and hip of each leg. Repeat until you reach the desired number of steps, distance, or time.","For reverse drags ensure that you keep tension through the upper back and don’t allow the shoulder blades to excessively protract as this will cause the upper back to round. If you don’t have access to a sled, you can drag a car or even a plate across astroturf. Some prefer to pull with the head down while others would rather look up. This is somewhat personal preference but it will also depend upon the individual and how they present in a resting position. If someone exhibits more extension bias then they may want to experiment with looking down as this will help to keep them a bit more neutral. If someone exhibits more flexion bias then they may want to experiment with looking up as this will help to drive more extension and keep them a bit more neutral. Given sled pushes/drags don’t have any eccentric component they can very beneficial to incorporate during rehab, as a method of conditioning which won’t incur excessive soreness or load joints excessively."
Neck Tiger Tail,Neck,None,neck,Tiger Tail,Beginner,Isolation,Compression,SMR,"The tiger tail is an implement used to perform a form of self myo-fascial release. Using the tiger tail on the neck is a great way to warm up and cool down for your workout. When you perform SMR on your neck, or any muscle group for that matter, you alleviate some of the tension that is built up during the day and your workouts.",1,1,0,https://www.muscleandstrength.com/exercises/neck-tiger-tail,https://www.youtube.com/embed/C8hJmUXlogA?rel=0,"While in a seated position, position the tiger tail at the base of the neck with one hand on either handle. Adjust pressure into neck by applying more or less force through the hands. Slowly roll up and down the length of one side of the neck for 20-30 seconds. Repeat on the other side.","The most important thing you can remember with any soft tissue work: KEEP BREATHING. Don’t hold your breath, you want to release tension, not generate it. If you find a tender spot, pause for 5-6 seconds and focus on slow, deep breaths and try to relax. In addition to some deep breathing, pause for a second and take the joint through flexion and extension. This a method of active release known as “tack and floss”. Foam/stick rolling may be uncomfortable but that’s not an excuse to avoid it. It hurts because there may be physiological or neurological influences generating a pain response. The more you roll the better it’ll feel provided there’s no serious underlying mechanism. HOWEVER, if you notice any burning, numbness, or tingling, keep moving past that area. It’s likely a nerve and pausing on it for any length of time would not be a good idea.",Neck Tiger Tail,Neck,None,neck,Tiger Tail,Beginner,Isolation,Compression,SMR,"The tiger tail is an implement used to perform a form of self myo-fascial release. Using the tiger tail on the neck is a great way to warm up and cool down for your workout. When you perform SMR on your neck, or any muscle group for that matter, you alleviate some of the tension that is built up during the day and your workouts.",1,1,0,https://www.muscleandstrength.com/exercises/neck-tiger-tail,https://www.youtube.com/embed/C8hJmUXlogA?rel=0,"While in a seated position, position the tiger tail at the base of the neck with one hand on either handle. Adjust pressure into neck by applying more or less force through the hands. Slowly roll up and down the length of one side of the neck for 20-30 seconds. Repeat on the other side.","The most important thing you can remember with any soft tissue work: KEEP BREATHING. Don’t hold your breath, you want to release tension, not generate it. If you find a tender spot, pause for 5-6 seconds and focus on slow, deep breaths and try to relax. In addition to some deep breathing, pause for a second and take the joint through flexion and extension. This a method of active release known as “tack and floss”. Foam/stick rolling may be uncomfortable but that’s not an excuse to avoid it. It hurts because there may be physiological or neurological influences generating a pain response. The more you roll the better it’ll feel provided there’s no serious underlying mechanism. HOWEVER, if you notice any burning, numbness, or tingling, keep moving past that area. It’s likely a nerve and pausing on it for any length of time would not be a good idea."
Side Crunch (AKA Oblique Crunch),Obliques,Abs,obliques,Bodyweight,Beginner,Isolation,Pull (Bilateral),Strength,"The side crunch, aka the oblique crunch, is a variation of the abdominal crunch. The exercise is used to isolate the obliques - which is critical in building a complete mid-section.",1,1,0,https://www.muscleandstrength.com/exercises/side-crunch.html,https://www.youtube.com/embed/dRhloYXeE3E?rel=0,"Lay supine in a relaxed position with your knees stacked to one side. Place your contralateral hand behind your head for support and use your free hand to palpate your abdominals. Initiate the movement by squeezing your abs to raise your torso off the floor, slowly lower yourself back to the starting position and complete the assigned number of repetitions. Repeat on the opposite side.","Exhale hard like you’re blowing out candles on a cake and hold the contraction for a second in order to improve mind muscle connection. If your lower back bothers you during this exercise, choose more anti extension and anti rotation based movements. Avoid putting the hands behind the head as this can lead to excess strain upon the neck.",Side Crunch (AKA Oblique Crunch),Obliques,Abs,obliques,Bodyweight,Beginner,Isolation,Pull (Bilateral),Strength,"The side crunch, aka the oblique crunch, is a variation of the abdominal crunch. The exercise is used to isolate the obliques - which is critical in building a complete mid-section.",1,1,0,https://www.muscleandstrength.com/exercises/side-crunch.html,https://www.youtube.com/embed/dRhloYXeE3E?rel=0,"Lay supine in a relaxed position with your knees stacked to one side. Place your contralateral hand behind your head for support and use your free hand to palpate your abdominals. Initiate the movement by squeezing your abs to raise your torso off the floor, slowly lower yourself back to the starting position and complete the assigned number of repetitions. Repeat on the opposite side.","Exhale hard like you’re blowing out candles on a cake and hold the contraction for a second in order to improve mind muscle connection. If your lower back bothers you during this exercise, choose more anti extension and anti rotation based movements. Avoid putting the hands behind the head as this can lead to excess strain upon the neck."
Landmine Rotation,Obliques,Abs,obliques,Landmine,Intermediate,Compound,Isometric,Strength,The landmine rotation is a variation of the Russian twist and an exercise used to target your obliques. The landmine rotation utilizes the landmine implement to keep the weight in a fixed movement pattern as you move it through the range of motion.,1,1,0,https://www.muscleandstrength.com/exercises/landmine-rotation,https://www.youtube.com/embed/iszktbsU8nE?rel=0,Assume an athletic position with your feet slightly wider than shoulder width and position a barbell in a landmine attachment. Grasp the end of the barbell by your side with both hands overlapping. Rotate your shoulders and keep the arms locked out while allowing the end of the barbell to rotate around your body. Repeat in the opposite direction for the desired number of repetitions.,"The goal is to keep your hips/pelvis as stationary as possible. If you have trouble with rotation at the pelvis or lumbar spine than consider widening the feet and slowly progressing to shorten your stance over time as you gain the requisite motor control. All rotation should primarily come through the upper back and not through the lumbar spine. If you’re finding there is some rotation and/or pain through the SI joint then you may need to regress to a half kneeling or tall kneeling exercise variation. Keep a slight bend in your knees as you rotate, this should help take a bit of tension off your lumbar spine during the movement.",Landmine Rotation,Obliques,Abs,obliques,Landmine,Intermediate,Compound,Isometric,Strength,The landmine rotation is a variation of the Russian twist and an exercise used to target your obliques. The landmine rotation utilizes the landmine implement to keep the weight in a fixed movement pattern as you move it through the range of motion.,1,1,0,https://www.muscleandstrength.com/exercises/landmine-rotation,https://www.youtube.com/embed/iszktbsU8nE?rel=0,Assume an athletic position with your feet slightly wider than shoulder width and position a barbell in a landmine attachment. Grasp the end of the barbell by your side with both hands overlapping. Rotate your shoulders and keep the arms locked out while allowing the end of the barbell to rotate around your body. Repeat in the opposite direction for the desired number of repetitions.,"The goal is to keep your hips/pelvis as stationary as possible. If you have trouble with rotation at the pelvis or lumbar spine than consider widening the feet and slowly progressing to shorten your stance over time as you gain the requisite motor control. All rotation should primarily come through the upper back and not through the lumbar spine. If you’re finding there is some rotation and/or pain through the SI joint then you may need to regress to a half kneeling or tall kneeling exercise variation. Keep a slight bend in your knees as you rotate, this should help take a bit of tension off your lumbar spine during the movement."
Wood Chop,Obliques,Abs,obliques,Cable,Beginner,Compound,Isometric,Strength,"The standing cable chop is an exercise used to target the muscles of the abdominal complex. In particular, the standing cable chop primarily works the obliques. The standing cable chop is also commonly referred to as the wood chop as when you perform the exercise, you look as though you’re slinging an axe to chop a piece of wood.",1,1,0,https://www.muscleandstrength.com/exercises/wood-chop.html,https://www.youtube.com/embed/0VWnOjUO7ks?rel=0,"Assume an athletic position with your feet just outside of shoulder width and attach a rope to a cable stack overhead. Position the inside leg in hip flexion and set up with both hands grasping the rope at roughly shoulder width apart. Exhale, rotate the rope across your body, and chop to the down knee. Return to the starting position, repeat for the desired number of repetitions, and then switch sides.","Crunch slightly and ensure that you exhale as you rotate. You can also utilize a bar attachment if you don’t have access to a rope but this variation will require slightly different cueing - extend the bottom elbow, then horizontally press the bar to extension with the top elbow as you rotate. Set up with the inside knee up relative to the cable stack. Always chop to the down leg. The rotation should be a crossbody pattern, think about moving diagonally rather than up and down.",Wood Chop,Obliques,Abs,obliques,Cable,Beginner,Compound,Isometric,Strength,"The standing cable chop is an exercise used to target the muscles of the abdominal complex. In particular, the standing cable chop primarily works the obliques. The standing cable chop is also commonly referred to as the wood chop as when you perform the exercise, you look as though you’re slinging an axe to chop a piece of wood.",1,1,0,https://www.muscleandstrength.com/exercises/wood-chop.html,https://www.youtube.com/embed/0VWnOjUO7ks?rel=0,"Assume an athletic position with your feet just outside of shoulder width and attach a rope to a cable stack overhead. Position the inside leg in hip flexion and set up with both hands grasping the rope at roughly shoulder width apart. Exhale, rotate the rope across your body, and chop to the down knee. Return to the starting position, repeat for the desired number of repetitions, and then switch sides.","Crunch slightly and ensure that you exhale as you rotate. You can also utilize a bar attachment if you don’t have access to a rope but this variation will require slightly different cueing - extend the bottom elbow, then horizontally press the bar to extension with the top elbow as you rotate. Set up with the inside knee up relative to the cable stack. Always chop to the down leg. The rotation should be a crossbody pattern, think about moving diagonally rather than up and down."
Side Plank with Hip Dip,Obliques,Abs,obliques,Bodyweight,Beginner,Compound,Isometric,Strength,The side plank with hip dip is a variation of the side plank and an exercise used to strengthen the obliques. The side plank with hip dip adds an additional range of motion to provide a slight contraction of the obliques while performing the side plank.,1,1,0,https://www.muscleandstrength.com/exercises/side-plank-with-hip-dip,https://www.youtube.com/embed/LYRJgW0WuGE?rel=0,Assume a side lying position with your forearm resting on the floor. Lift your hips and form a straight line from your shoulders through your ankles. Slowly allow the hips to dip and get close to touching the floor. Return back to the starting position and repeat for the desired number of repetitions on both sides.,"Ensure the upper arm and torso maintain a 90 degree angle. As the hips dip, don’t allow them to shoot backwards and take tension off the core. Do not allow the lower back to arch at any point during the set. If it does, terminate the set, rest, and then repeat. The goal of any static abdominal work is to learn to maintain tension through the torso with a neutral spinal position. If you continue the set in a poor position then you are merely reinforcing dysfunction and losing the potential benefit. Think quality, not just quantity. If you find you can’t maintain a neutral spinal position during the exercise then choose other variations such as wall press heel tap and hip extension which provide more stability and shorten the lever arm. Press your elbow into the floor to help engage your serratus anterior. Ensure that you’re not sagging into the shoulder and putting excess stress upon your ligamentous structures. Do not hold your breath, you shouldn’t be using respiration to compensate for a lack of stability. Learn how to move while maintaining position without having to rely upon your breath.",Side Plank with Hip Dip,Obliques,Abs,obliques,Bodyweight,Beginner,Compound,Isometric,Strength,The side plank with hip dip is a variation of the side plank and an exercise used to strengthen the obliques. The side plank with hip dip adds an additional range of motion to provide a slight contraction of the obliques while performing the side plank.,1,1,0,https://www.muscleandstrength.com/exercises/side-plank-with-hip-dip,https://www.youtube.com/embed/LYRJgW0WuGE?rel=0,Assume a side lying position with your forearm resting on the floor. Lift your hips and form a straight line from your shoulders through your ankles. Slowly allow the hips to dip and get close to touching the floor. Return back to the starting position and repeat for the desired number of repetitions on both sides.,"Ensure the upper arm and torso maintain a 90 degree angle. As the hips dip, don’t allow them to shoot backwards and take tension off the core. Do not allow the lower back to arch at any point during the set. If it does, terminate the set, rest, and then repeat. The goal of any static abdominal work is to learn to maintain tension through the torso with a neutral spinal position. If you continue the set in a poor position then you are merely reinforcing dysfunction and losing the potential benefit. Think quality, not just quantity. If you find you can’t maintain a neutral spinal position during the exercise then choose other variations such as wall press heel tap and hip extension which provide more stability and shorten the lever arm. Press your elbow into the floor to help engage your serratus anterior. Ensure that you’re not sagging into the shoulder and putting excess stress upon your ligamentous structures. Do not hold your breath, you shouldn’t be using respiration to compensate for a lack of stability. Learn how to move while maintaining position without having to rely upon your breath."
Alternating Seated Dumbbell Side Bends,Obliques,None,obliques,Dumbbell,Beginner,Isolation,Pull,Strength,,1,1,0,https://www.muscleandstrength.com/exercises/seated-dumbbell-side-bends.html,https://player.vimeo.com/video/877882038?badge=0&autopause=0&player_id=0&app_id=58479,"Grab a set of dumbbells and sit down on the end of a flat bench with one dumbbell in each hand, palms facing in and hanging by your side. Keep your feet firmly on the floor with a shoulder-width stance. Keeping your back straight and your eyes facing forward, use your core to bend down as far as you can on one side, then back up again. Without pausing at the top, bend down to alternate side. Repeat for desired reps.",Concentrate on the stretch and contraction of the oblique muscles (down the side of your body). Keep the dumbbells close to your body.,Alternating Seated Dumbbell Side Bends,Obliques,None,obliques,Dumbbell,Beginner,Isolation,Pull,Strength,,1,1,0,https://www.muscleandstrength.com/exercises/seated-dumbbell-side-bends.html,https://player.vimeo.com/video/877882038?badge=0&autopause=0&player_id=0&app_id=58479,"Grab a set of dumbbells and sit down on the end of a flat bench with one dumbbell in each hand, palms facing in and hanging by your side. Keep your feet firmly on the floor with a shoulder-width stance. Keeping your back straight and your eyes facing forward, use your core to bend down as far as you can on one side, then back up again. Without pausing at the top, bend down to alternate side. Repeat for desired reps.",Concentrate on the stretch and contraction of the oblique muscles (down the side of your body). Keep the dumbbells close to your body.
Half Kneeling Cable Lift,Obliques,Abs,obliques,Machine,Beginner,Compound,Isometric,Strength,"The half kneeling cable lift is a variation of the wood chop and an exercise used to strengthen the muscles of the abdominal complex. In particular, the half kneeling cable lift targets the obliques. The half kneeling cable lift trains the abs through stabilization as it fights the weight of the cable weight stack through the plane of motion.",1,1,0,https://www.muscleandstrength.com/exercises/half-kneeling-cable-lift,https://www.youtube.com/embed/I6dVGkrb9ZM?rel=0,"Assume a half kneeling position and attach a rope to a cable stack at the lowest position possible. Position the inside knee down and set up with both hands grasping the ends of the rope. Pull the rope to chest height and then press diagonally overhead. Return to the starting position, repeat for the desired number of repetitions, and then switch sides.","Keep the back toes tucked and ensure that your don’t hyperextend your spine as you raise the rope overhead. You can also utilize a bar attachment if you don’t have access to a rope but this variation with require slightly different cueing - extend the bottom elbow, then horizontally press the bar to extension with the top elbow. Keep the hips forward by maintaining tension in the glutes during the movement. The rotation should be a crossbody pattern, think about moving diagonally rather than up and down.",Half Kneeling Cable Lift,Obliques,Abs,obliques,Machine,Beginner,Compound,Isometric,Strength,"The half kneeling cable lift is a variation of the wood chop and an exercise used to strengthen the muscles of the abdominal complex. In particular, the half kneeling cable lift targets the obliques. The half kneeling cable lift trains the abs through stabilization as it fights the weight of the cable weight stack through the plane of motion.",1,1,0,https://www.muscleandstrength.com/exercises/half-kneeling-cable-lift,https://www.youtube.com/embed/I6dVGkrb9ZM?rel=0,"Assume a half kneeling position and attach a rope to a cable stack at the lowest position possible. Position the inside knee down and set up with both hands grasping the ends of the rope. Pull the rope to chest height and then press diagonally overhead. Return to the starting position, repeat for the desired number of repetitions, and then switch sides.","Keep the back toes tucked and ensure that your don’t hyperextend your spine as you raise the rope overhead. You can also utilize a bar attachment if you don’t have access to a rope but this variation with require slightly different cueing - extend the bottom elbow, then horizontally press the bar to extension with the top elbow. Keep the hips forward by maintaining tension in the glutes during the movement. The rotation should be a crossbody pattern, think about moving diagonally rather than up and down."
Off Bench Oblique Hold,Obliques,Abs,obliques,Other,Beginner,Compound,Isometric,Strength,The off bench oblique hold is a variation of the side plank and an exercise used to strengthen the obliques. The off bench oblique hold works the oblique through static tension known as an isometric contraction. The exercise can be performed with or without the weighted pulse.,1,1,0,https://www.muscleandstrength.com/exercises/off-bench-oblique-hold,https://www.youtube.com/embed/0wCrRo7r2LQ?rel=0,Setup in a staggered stance with your bottom leg forward and hook your feet underneath a secure bench. Hold a plate at chest level and press horizontally to extension as you exhale. Return to the starting position and repeat for the desired number of repetitions.,"Ensure your hips are resting on the end of the pad for the bench. You can also use a GHR for this variation if you don’t have access to a normal bench with foot hold. Ensure the neck stays packed and doesn’t jut forward as you press the plate to extension. Do not let the hips rotate as you press the plate to extension. Similarly, check your setup and ensure that you’re not excessively rotated one way or another before you even move the plate.",Off Bench Oblique Hold,Obliques,Abs,obliques,Other,Beginner,Compound,Isometric,Strength,The off bench oblique hold is a variation of the side plank and an exercise used to strengthen the obliques. The off bench oblique hold works the oblique through static tension known as an isometric contraction. The exercise can be performed with or without the weighted pulse.,1,1,0,https://www.muscleandstrength.com/exercises/off-bench-oblique-hold,https://www.youtube.com/embed/0wCrRo7r2LQ?rel=0,Setup in a staggered stance with your bottom leg forward and hook your feet underneath a secure bench. Hold a plate at chest level and press horizontally to extension as you exhale. Return to the starting position and repeat for the desired number of repetitions.,"Ensure your hips are resting on the end of the pad for the bench. You can also use a GHR for this variation if you don’t have access to a normal bench with foot hold. Ensure the neck stays packed and doesn’t jut forward as you press the plate to extension. Do not let the hips rotate as you press the plate to extension. Similarly, check your setup and ensure that you’re not excessively rotated one way or another before you even move the plate."
Tall Kneeling Cable Chop,Obliques,Abs,obliques,Cable,Beginner,Compound,Isometric,Strength,"The tall kneeling cable chop is a variation of the wood chop and an exercise used to target the muscles of the abdominals. Primarily, the tall kneeling cable chop targets the muscles of the obliques. Tall kneeling variations of standing exercises, such as the tall kneeling cable chop, can be used as a way to progress to the standing variation by helping you develop the prerequisite core stability needed for standing variations.",1,1,0,https://www.muscleandstrength.com/exercises/tall-kneeling-cable-chop,https://www.youtube.com/embed/rwC-ne5u7Uc?rel=0,"Assume a tall kneeling position and attach a rope to a cable stack overhead. Position the inside knee up and set up with both hands grasping the rope at roughly shoulder width apart. Exhale, rotate the rope across your body, and chop to the down knee. Return to the starting position, repeat for the desired number of repetitions, and then switch sides.","Crunch slightly and ensure that you exhale as you rotate. You can also utilize a bar attachment if you don’t have access to a rope but this variation will require slightly different cueing - extend the bottom elbow, then horizontally press the bar to extension with the top elbow as you rotate. Keep the hips forward by maintaining tension in the glutes during the movement. The rotation should be a crossbody pattern, think about moving diagonally rather than up and down.",Tall Kneeling Cable Chop,Obliques,Abs,obliques,Cable,Beginner,Compound,Isometric,Strength,"The tall kneeling cable chop is a variation of the wood chop and an exercise used to target the muscles of the abdominals. Primarily, the tall kneeling cable chop targets the muscles of the obliques. Tall kneeling variations of standing exercises, such as the tall kneeling cable chop, can be used as a way to progress to the standing variation by helping you develop the prerequisite core stability needed for standing variations.",1,1,0,https://www.muscleandstrength.com/exercises/tall-kneeling-cable-chop,https://www.youtube.com/embed/rwC-ne5u7Uc?rel=0,"Assume a tall kneeling position and attach a rope to a cable stack overhead. Position the inside knee up and set up with both hands grasping the rope at roughly shoulder width apart. Exhale, rotate the rope across your body, and chop to the down knee. Return to the starting position, repeat for the desired number of repetitions, and then switch sides.","Crunch slightly and ensure that you exhale as you rotate. You can also utilize a bar attachment if you don’t have access to a rope but this variation will require slightly different cueing - extend the bottom elbow, then horizontally press the bar to extension with the top elbow as you rotate. Keep the hips forward by maintaining tension in the glutes during the movement. The rotation should be a crossbody pattern, think about moving diagonally rather than up and down."
